13.6945,-9.61403,RoadMap
-2.2055,-8.714029,RoadMap
13.3945,3.885971,RoadMap
-1.9055,12.28597,RoadMap
-18.4055,-9.464029,RoadMap
-3.4055,-9.464029,RoadMap
-1.005499,-9.464029,RoadMap
-2.2055,-2.564029,RoadMap
-3.4055,-1.66403,RoadMap
-1.3055,-1.364029,RoadMap
13.6945,2.83597,RoadMap
-18.1055,4.335971,RoadMap
13.3945,11.53597,RoadMap
-2.8055,12.43597,RoadMap
12.9445,12.28597,RoadMap
13.5445,-9.38903,RoadMap
-10.7555,-1.51403,RoadMap
5.894501,-1.364029,RoadMap
6.494501,3.735971,RoadMap
-10.7555,4.185971,RoadMap
13.3195,3.923471,RoadMap
-19.1555,4.935971,RoadMap
-19.1555,12.28597,RoadMap
-1.84925,12.09847,RoadMap
-19.3055,-9.01403,RoadMap
-2.0555,-1.81403,RoadMap
-20.73124,-10.43976,Corner
14.42023,-10.43976,Corner
14.42023,13.71171,Corner
-20.73124,13.71171,Corner
5.402051,4.976587,Corner
7.073525,-2.684882,Corner
-9.546478,5.416589,Corner
-12.02795,-2.774883,Corner
-,-
1,16
1,28
2,8
2,7
2,6
3,21
4,24
5,6
5,25
7,16
8,26
9,17
9,26
10,18
10,26
11,16
11,21
12,22
12,20
13,21
13,15
14,24
14,23
15,24
15,29
17,20
17,34
18,19
18,32
19,21
19,31
20,33
22,25
22,23
23,30
24,26
25,27
