7.750001,-6.85,RoadMap
0.8500013,-6.25,RoadMap
-9.95,-3.85,RoadMap
9.250001,-1.75,RoadMap
-5.75,-0.25,RoadMap
10.45,-0.25,RoadMap
7.150001,1.85,RoadMap
3.850001,4.25,RoadMap
-13.25,4.85,RoadMap
-12.05,7.250001,RoadMap
-9.799999,-6.85,RoadMap
6.400001,-6.25,RoadMap
-5.9,-4.75,RoadMap
7.150001,-4.3,RoadMap
11.2,-4.15,RoadMap
-7.4,-3.85,RoadMap
-5.3,-3.85,RoadMap
6.700001,-0.8499999,RoadMap
12.7,-0.25,RoadMap
-5.75,1.7,RoadMap
-5.3,2.45,RoadMap
7.150001,3.800001,RoadMap
5.8,4.25,RoadMap
2.95,4.7,RoadMap
-13.25,6.5,RoadMap
-9.2,7.250001,RoadMap
11.2,-6.7,RoadMap
-5.9,-5.95,RoadMap
-9.724999,-4,RoadMap
-5.3,-1.15,RoadMap
9.250001,-1,RoadMap
0.7000008,-0.53125,RoadMap
6.55,4.7,RoadMap
-5.3,4.7,RoadMap
0.7000008,4.7,RoadMap
-14.37574,7.775736,Corner
-14.37574,3.624264,Corner
-13.39133,4.696115,RoadMap
-12.22427,3.624264,Corner
-7.662405,6.24465,RoadMap
-9.375735,3.624264,Corner
-10.37574,-3.224264,Corner
-10.37574,-7.375736,Corner
-9.224265,-7.375736,Corner
-7.375736,-7.375736,Corner
11.77573,-7.375736,Corner
14.77573,-2.375736,Corner
14.77573,1.775736,Corner
7.775736,5.775736,Corner
6.343901,4.576341,RoadMap
5.624264,5.775736,Corner
3.180295,4.584853,RoadMap
3.775736,5.775736,Corner
-6.655728,5.586438,RoadMap
-5.224264,7.775736,Corner
-5.379541,2.317431,RoadMap
-4.224264,1.624264,Corner
-,-
1,27
1,12
2,12
2,28
2,32
3,29
3,42
4,31
4,15
4,14
5,20
5,30
6,19
6,31
7,22
7,18
8,23
8,52
9,25
9,38
10,26
10,25
11,29
11,43
11,44
12,14
13,28
13,17
13,16
15,27
16,29
17,30
18,31
18,32
19,47
19,48
20,56
21,34
21,56
22,33
23,50
24,35
24,52
25,36
26,40
27,46
28,45
30,32
32,35
33,49
33,50
34,35
34,54
37,38
38,39
40,41
40,54
50,51
52,53
54,55
56,57
