-12.01385,-4.56159,RoadMap
0.5861502,-4.56159,RoadMap
4.036151,-4.56159,RoadMap
0.4361506,-0.9615898,RoadMap
4.036151,-0.3615899,RoadMap
0.4361506,0.2384105,RoadMap
0.4361506,3.23841,RoadMap
4.036151,3.83841,RoadMap
0.4361506,4.438411,RoadMap
-11.86385,-4.41159,RoadMap
-7.81385,-4.41159,RoadMap
-3.61385,-4.41159,RoadMap
-11.86385,-0.3615899,RoadMap
-7.88885,-0.3615899,RoadMap
-3.68885,-0.3615899,RoadMap
0.8767755,-0.3615899,RoadMap
-11.86385,3.83841,RoadMap
-7.88885,3.83841,RoadMap
-3.68885,3.83841,RoadMap
0.8767755,3.83841,RoadMap
-12.01385,7.588411,RoadMap
-7.81385,7.588411,RoadMap
-3.61385,7.588411,RoadMap
4.186152,7.588411,RoadMap
0.4361506,7.888411,RoadMap
-12.53959,-5.087326,Corner
4.611886,-5.087326,Corner
4.611886,8.314145,Corner
-12.53959,8.314145,Corner
-,-
1,10
1,26
2,12
2,3
2,4
3,5
3,27
4,16
5,16
5,8
6,7
6,16
7,20
8,20
8,24
9,25
9,20
10,11
10,13
11,12
11,14
12,15
13,14
13,17
14,15
14,18
15,16
15,19
17,18
17,21
18,19
18,22
19,20
19,23
21,22
21,29
22,23
23,25
24,25
24,28
