13.00377,-89.34608,RoadMap
33.40377,-88.74608,RoadMap
42.10377,-87.84608,RoadMap
26.20377,-82.74608,RoadMap
33.40377,-79.74608,RoadMap
19.60377,-69.84608,RoadMap
28.30377,-65.94608,RoadMap
42.10377,-64.44608,RoadMap
29.20377,-57.24608,RoadMap
24.40377,-56.94608,RoadMap
50.80377,-56.04608,RoadMap
50.80377,-55.44608,RoadMap
52.60377,-54.54608,RoadMap
30.40377,-51.54608,RoadMap
28.30377,-50.64608,RoadMap
56.50377,-46.74608,RoadMap
17.80377,-46.44608,RoadMap
22.30377,-46.44608,RoadMap
26.50377,-44.04608,RoadMap
3.703768,-40.14608,RoadMap
45.40377,-39.54608,RoadMap
50.50377,-38.34608,RoadMap
51.70377,-37.44608,RoadMap
61.00377,-35.04608,RoadMap
41.20377,-34.74608,RoadMap
46.90377,-34.74608,RoadMap
55.60377,-32.94608,RoadMap
32.80377,-31.74608,RoadMap
26.50377,-19.14608,RoadMap
18.10377,-16.74608,RoadMap
49.30377,-14.34608,RoadMap
57.10377,-14.34608,RoadMap
29.80377,-8.64608,RoadMap
48.40377,-8.64608,RoadMap
56.20377,-8.64608,RoadMap
26.20377,-91.89608,RoadMap
34.60377,-91.89608,RoadMap
38.05377,-91.44608,RoadMap
24.55377,-90.84608,RoadMap
30.55377,-89.94608,RoadMap
26.35377,-88.74608,RoadMap
4.903769,-85.89608,RoadMap
11.20377,-85.89608,RoadMap
13.00377,-86.19608,RoadMap
42.10377,-85.29608,RoadMap
41.65377,-84.24608,RoadMap
33.40377,-84.09608,RoadMap
33.40377,-81.99608,RoadMap
41.65377,-80.94608,RoadMap
26.35377,-77.04608,RoadMap
14.20377,-74.79608,RoadMap
30.55377,-74.04608,RoadMap
33.40377,-72.99608,RoadMap
21.10377,-66.99608,RoadMap
41.65377,-66.84608,RoadMap
25.00377,-66.39608,RoadMap
41.05377,-65.94608,RoadMap
64.60378,-64.89608,RoadMap
16.45377,-64.44608,RoadMap
43.90377,-63.99608,RoadMap
63.40377,-63.99608,RoadMap
16.45377,-63.54608,RoadMap
42.25377,-62.94608,RoadMap
23.35377,-58.44608,RoadMap
50.35377,-57.24608,RoadMap
56.65377,-56.04608,RoadMap
8.353768,-55.14608,RoadMap
56.65377,-53.64608,RoadMap
29.20377,-52.29608,RoadMap
48.55377,-51.54608,RoadMap
50.35377,-51.24608,RoadMap
41.95377,-50.94608,RoadMap
57.85377,-49.74608,RoadMap
41.95377,-48.54608,RoadMap
24.40377,-48.09608,RoadMap
43.75377,-46.44608,RoadMap
8.353768,-45.24608,RoadMap
43.75377,-42.24608,RoadMap
22.30377,-41.79608,RoadMap
66.40378,-41.19608,RoadMap
12.55377,-40.44608,RoadMap
45.40377,-38.49608,RoadMap
28.30377,-38.19608,RoadMap
38.05377,-37.44608,RoadMap
69.55377,-37.44608,RoadMap
57.25377,-35.04608,RoadMap
42.55377,-34.74608,RoadMap
48.25377,-34.74608,RoadMap
61.00377,-33.99608,RoadMap
69.55377,-33.54608,RoadMap
56.65377,-32.94608,RoadMap
26.80377,-32.49608,RoadMap
31.60377,-32.49608,RoadMap
61.90377,-32.49608,RoadMap
64.30377,-32.49608,RoadMap
37.30377,-32.19608,RoadMap
59.80377,-31.29608,RoadMap
3.703768,-30.39608,RoadMap
5.203768,-28.29608,RoadMap
12.55377,-28.14608,RoadMap
29.20377,-27.69608,RoadMap
40.60377,-27.69608,RoadMap
48.70377,-27.69608,RoadMap
57.70377,-27.39608,RoadMap
61.00377,-27.39608,RoadMap
20.95377,-26.34608,RoadMap
56.95377,-26.04607,RoadMap
56.95377,-24.54607,RoadMap
31.60377,-24.09608,RoadMap
35.80377,-24.09608,RoadMap
38.20377,-24.09608,RoadMap
49.90377,-24.09608,RoadMap
52.30377,-24.09608,RoadMap
57.70377,-24.09608,RoadMap
60.10377,-24.09608,RoadMap
61.15377,-23.64608,RoadMap
17.05377,-22.14608,RoadMap
28.45377,-20.94608,RoadMap
18.25377,-20.64608,RoadMap
61.15377,-20.64608,RoadMap
18.25377,-19.74608,RoadMap
32.80377,-19.59608,RoadMap
34.60377,-19.59608,RoadMap
39.40377,-19.59608,RoadMap
48.70377,-19.59608,RoadMap
53.50377,-19.59608,RoadMap
56.50377,-19.59608,RoadMap
27.55377,-19.14608,RoadMap
61.15377,-18.54607,RoadMap
24.85377,-18.24608,RoadMap
28.45377,-18.24608,RoadMap
20.05377,-17.64608,RoadMap
19.45377,-16.74608,RoadMap
22.60377,-15.39608,RoadMap
28.45377,-15.24608,RoadMap
28.45377,-13.44608,RoadMap
28.45377,-10.44608,RoadMap
61.15377,-10.14608,RoadMap
55.00377,-9.396076,RoadMap
33.70377,-8.796078,RoadMap
39.85377,-8.64608,RoadMap
53.95377,-8.64608,RoadMap
59.95377,-8.64608,RoadMap
32.50377,-82.59608,RoadMap
12.70377,-74.79608,RoadMap
19.60377,-68.19608,RoadMap
12.70377,-59.19608,RoadMap
56.65377,-54.77108,RoadMap
28.30377,-43.82108,RoadMap
29.05377,-37.14608,RoadMap
57.40377,-33.09608,RoadMap
44.65377,-33.24608,RoadMap
29.05377,-32.34608,RoadMap
44.65377,-31.14608,RoadMap
28.45377,-23.94608,RoadMap
29.20377,-19.59608,RoadMap
60.70377,-19.59608,RoadMap
44.05377,-18.84608,RoadMap
24.85377,-15.54607,RoadMap
60.85377,-14.34608,RoadMap
44.05377,-12.24608,RoadMap
26.35377,-82.46483,RoadMap
12.32877,-28.37108,RoadMap
13.90377,-90.84608,RoadMap
27.40377,-66.39608,RoadMap
23.05377,-46.44608,RoadMap
58.15377,-37.44608,RoadMap
20.95377,-31.97108,RoadMap
33.70377,-22.44608,RoadMap
55.00377,-21.84608,RoadMap
28.90377,-14.34608,RoadMap
35.50377,-91.44608,RoadMap
12.40377,-85.14608,RoadMap
30.91002,-82.59608,RoadMap
34.30377,-81.39608,RoadMap
66.40378,-63.54608,RoadMap
11.80377,-59.19608,RoadMap
50.05377,-50.64608,RoadMap
57.25377,-37.44608,RoadMap
24.10377,-66.99608,RoadMap
33.70377,-14.38358,RoadMap
50.35377,-54.63045,RoadMap
50.05377,-36.84608,RoadMap
44.05377,-15.56483,RoadMap
55.00377,-14.68358,RoadMap
30.91002,-91.89608,RoadMap
41.7944,-51.54608,RoadMap
20.95377,-35.49608,RoadMap
57.10377,-27.69608,RoadMap
33.70377,-19.29608,RoadMap
55.00377,-19.29608,RoadMap
3.478037,-67.60567,Corner
10.21032,-71.99752,Corner
3.478037,-84.39909,Corner
3.478037,-87.44819,Corner
11.27331,-93.47181,Corner
47.62951,-93.47181,Corner
41.65377,-79.43846,RoadMap
47.62951,-79.43846,Corner
60.17095,-63.99608,RoadMap
60.17095,-69.37733,Corner
72.43266,-69.37733,Corner
72.43266,-30.89515,Corner
66.90324,-30.89515,Corner
65.70036,-33.94426,Corner
65.70036,-30.89514,Corner
60.17496,-31.50819,RoadMap
60.52528,-30.89514,Corner
59.46138,-31.55287,RoadMap
58.96809,-30.89514,Corner
53.43866,-30.89514,Corner
55.4917,-32.83992,RoadMap
53.43866,-35.00725,Corner
52.2358,-30.89514,Corner
58.96809,-27.39608,RoadMap
58.96809,-29.69229,Corner
62.51139,-28.98363,Corner
62.51139,-25.93451,Corner
62.51139,-24.73166,Corner
62.51139,-6.446325,Corner
27.57252,-6.446325,Corner
26.36966,-14.2416,Corner
23.24076,-15.43854,RoadMap
23.32055,-14.2416,Corner
22.11769,-14.2416,Corner
15.52528,-14.2416,Corner
15.52528,-19.4167,Corner
17.20193,-21.96088,RoadMap
15.52528,-20.61955,Corner
22.06719,-40.69202,RoadMap
15.52528,-42.09386,Corner
14.46228,-43.29671,Corner
17.57587,-46.23129,RoadMap
14.46228,-49.53481,Corner
21.0547,-50.73766,Corner
12.5041,-40.50284,RoadMap
14.32242,-42.09386,Corner
14.32242,-26.28885,Corner
3.478031,-26.28885,Corner
19.87793,-17.85123,RoadMap
22.1177,-19.77103,Corner
23.32055,-19.77103,Corner
27.57252,-24.73166,Corner
27.57253,-25.93452,Corner
27.57253,-29.69229,Corner
37.49379,-30.89515,Corner
36.17215,-32.08292,RoadMap
36.29093,-30.89515,Corner
32.48201,-31.94718,RoadMap
31.8245,-30.89515,Corner
30.53118,-32.43298,RoadMap
30.62164,-30.89515,Corner
27.67538,-32.43797,RoadMap
27.57253,-30.89515,Corner
20.78267,-26.16182,RoadMap
26.36967,-20.97389,Corner
26.36967,-43.29672,Corner
22.30377,-42.09386,RoadMap
26.36967,-42.09386,Corner
31.45822,-32.48752,RoadMap
31.44836,-32.65509,Corner
57.04424,-40.04419,RoadMap
53.43867,-39.75341,Corner
57.03121,-47.91817,RoadMap
53.43867,-49.53481,Corner
53.22517,-54.5806,RoadMap
53.43867,-50.73766,Corner
43.59393,-46.63255,RoadMap
46.56652,-49.18048,Corner
46.56652,-39.75341,Corner
44.12888,-41.63226,RoadMap
41.05442,-39.75341,Corner
27.57252,-59.10175,Corner
29.0561,-57.41407,RoadMap
30.97597,-59.10175,Corner
41.88319,-53.74977,RoadMap
37.49378,-53.92664,Corner
24.03755,-57.46925,RoadMap
26.36967,-59.10174,Corner
48.50401,-59.10174,Corner
52.26178,-59.10174,Corner
53.46465,-59.10174,Corner
59.70273,-59.10174,Corner
59.70273,-50.73767,Corner
59.34841,-49.53481,Corner
57.08243,-39.57067,RoadMap
59.34841,-39.75342,Corner
59.34841,-38.55056,Corner
58.18177,-37.47197,RoadMap
59.34841,-36.21011,Corner
57.26906,-34.8473,RoadMap
59.34841,-35.00725,Corner
66.40378,-44.99873,RoadMap
60.427,-44.99873,Corner
41.89905,-54.14328,RoadMap
47.27518,-53.92664,Corner
-,-
1,44
1,164
2,47
2,37
3,45
3,38
3,197
4,162
5,53
5,175
6,146
6,51
6,50
7,57
7,165
8,63
8,57
9,69
9,274
10,75
10,278
11,182
12,182
13,182
13,266
14,69
14,187
15,149
15,69
16,262
16,264
17,18
17,233
18,166
18,258
19,166
19,149
19,257
20,98
20,77
21,82
21,270
21,271
22,183
23,179
23,183
24,89
24,80
25,87
25,84
25,96
26,88
26,82
26,152
27,91
27,212
28,247
28,249
29,128
29,130
30,133
30,226
30,227
31,125
31,184
31,185
32,160
32,185
33,140
33,137
33,221
34,142
34,161
35,143
35,139
36,39
36,186
37,172
37,186
38,172
39,164
39,41
40,174
40,186
41,162
42,43
42,194
42,195
43,173
44,173
45,46
46,49
47,144
48,175
48,144
49,175
49,198
50,162
51,145
52,180
52,174
53,165
54,180
54,146
55,57
55,198
56,165
56,180
58,176
58,61
59,62
59,146
60,63
60,200
61,200
62,147
63,295
64,180
64,278
65,182
65,280
65,281
66,148
66,282
66,283
67,77
67,177
68,148
68,73
68,284
70,178
70,187
71,178
71,182
72,74
72,187
73,264
73,285
74,268
75,166
76,78
76,268
77,236
78,271
79,230
79,258
80,85
80,293
81,163
81,236
83,149
83,150
84,150
85,90
86,179
86,291
87,152
88,183
88,214
89,94
90,203
90,204
91,151
92,168
92,253
93,249
93,260
94,95
94,207
95,205
95,206
96,246
96,247
97,207
97,209
98,99
99,163
99,239
100,163
100,238
101,102
101,244
101,245
102,154
103,154
103,189
104,107
104,189
104,215
105,215
105,217
105,218
106,168
106,255
107,108
108,114
108,170
109,169
109,155
110,111
110,169
111,124
112,113
112,125
113,170
114,115
115,116
116,120
116,219
117,228
117,255
118,155
118,156
119,121
119,228
120,157
121,240
122,156
122,190
123,124
123,190
124,158
125,126
125,158
126,191
127,157
127,191
128,131
129,157
129,160
130,159
130,242
131,135
131,156
132,133
132,134
132,240
133,225
134,223
135,171
136,137
136,171
138,143
138,160
139,142
