-30.4555,5.835972,RoadMap
-16.0555,5.835972,RoadMap
-1.055496,5.835972,RoadMap
11.5445,14.53597,RoadMap
-26.8555,16.63597,RoadMap
-11.8555,16.63597,RoadMap
5.244503,-14.41403,RoadMap
-30.3055,-5.864029,RoadMap
13.1945,-5.864029,RoadMap
11.5445,2.385971,RoadMap
-17.2555,17.98597,RoadMap
-14.8555,17.98597,RoadMap
-2.255499,17.98597,RoadMap
0.1445007,17.98597,RoadMap
-15.943,-14.41403,RoadMap
-0.9429975,-14.41403,RoadMap
12.8945,5.835972,RoadMap
-16.0555,17.08597,RoadMap
-1.055496,17.08597,RoadMap
-30.4555,17.68597,RoadMap
-26.743,17.98597,RoadMap
-11.743,17.98597,RoadMap
12.8945,17.83597,RoadMap
-30.0805,5.892221,RoadMap
13.1945,14.68597,RoadMap
-22.3555,-14.41403,RoadMap
13.1945,2.385971,RoadMap
-16.0555,6.285971,RoadMap
-32.32806,19.77183,Corner
-32.18174,-24.38926,Corner
14.97025,-24.38977,Corner
14.96977,19.76218,Corner
-32.19131,19.90855,Corner
11.17329,15.27514,Corner
-12.69399,15.96448,Corner
-27.69399,15.96448,Corner
11.17329,3.115997,Corner
-12.62266,6.182986,RoadMap
-12.69399,3.805335,Corner
-27.68566,5.882617,RoadMap
-27.69399,3.805335,Corner
-,-
1,24
2,28
2,15
2,40
3,19
3,16
3,17
3,38
4,25
4,34
5,21
5,36
6,22
6,35
7,16
7,9
7,31
8,24
8,26
9,27
10,27
10,37
11,21
11,18
12,22
12,18
13,22
13,19
14,19
14,23
15,26
15,16
17,27
17,25
18,28
20,24
20,21
20,29
23,25
23,32
24,40
26,30
28,38
29,33
38,39
40,41
