-18.83329,13.84512,17.16671,13.84512,17.16671,-11.15488,-18.83329,-11.15488
-16.83329,11.84512,-11.83329,11.84512,-11.83329,7.845116,-16.83329,7.845116
-8.833286,11.84512,-3.833286,11.84512,-3.833286,7.845116,-8.833286,7.845116
-0.8332863,11.84512,4.166714,11.84512,4.166714,7.845116,-0.8332863,7.845116
7.166714,11.84512,12.16671,11.84512,12.16671,7.845116,7.166714,7.845116
-16.83329,4.845116,-11.83329,4.845116,-11.83329,0.8451176,-16.83329,0.8451176
-8.833286,4.845116,-3.833286,4.845116,-3.833286,0.8451176,-8.833286,0.8451176
-0.8332863,4.845116,4.166714,4.845116,4.166714,0.8451176,-0.8332863,0.8451176
7.166714,4.845116,12.16671,4.845116,12.16671,0.8451176,7.166714,0.8451176
-16.83329,-1.154882,-11.83329,-1.154882,-11.83329,-5.154882,-16.83329,-5.154882
-8.833286,-1.154882,-3.833286,-1.154882,-3.833286,-5.154882,-8.833286,-5.154882
-0.8332863,-1.154882,4.166714,-1.154882,4.166714,-5.154882,-0.8332863,-5.154882
7.166714,-1.154882,12.16671,-1.154882,12.16671,-5.154882,7.166714,-5.154882
-16.83329,-7.154882,-8.833286,-7.154882,-8.833286,-9.154882,-16.83329,-9.154882
-5.833286,-7.154882,3.166714,-7.154882,3.166714,-9.154882,-5.833286,-9.154882
6.166714,-7.154882,14.16671,-7.154882,14.16671,-9.154882,6.166714,-9.154882
14.16671,11.84512,15.16671,11.84512,15.16671,5.845116,14.16671,5.845116
14.16671,2.845118,15.16671,2.845118,15.16671,-3.154882,14.16671,-3.154882
