-17.91658,-8.459759
-10.71658,-3.359758
-4.716579,-0.6597576
3.983421,2.640242
24.08342,2.640242
-18.81658,4.740242
-2.616579,4.740242
15.38342,4.740242
-21.81658,9.540243
-1.716579,12.54024
7.283421,12.54024
13.28342,13.44024
7.883423,20.64024
7.133421,-19.25976
-11.76658,-17.75976
8.333422,-17.75976
3.68342,-11.30976
6.983421,-11.30976
2.333421,-10.55976
-11.76658,-8.159759
-4.41658,-5.309758
-11.76658,-4.859758
-6.966579,-3.359758
-12.21658,-2.309758
26.33342,-2.459759
-18.66658,-0.9597588
12.23342,1.740242
26.33342,1.740242
-4.716579,2.190242
6.833421,2.640242
-13.26658,4.740242
21.23342,4.740242
8.333422,5.940243
11.33342,8.340242
-11.76658,9.240244
-14.01658,9.690243
-2.76658,11.04024
11.33342,11.04024
-11.31658,11.79024
-4.116579,11.79024
9.08342,12.69024
21.38342,14.49024
-12.66658,14.94024
-14.01658,15.69024
19.88342,15.69024
-11.76658,16.14024
7.283421,18.09024
14.33342,19.74024
12.83342,20.64024
2.333421,1.740242
-18.59158,4.590242
7.43342,12.76524
6.383421,19.59024
8.408422,-12.20976
12.23342,-11.98476
-17.76658,-8.047258
-11.87908,-8.122259
-17.69158,-2.309758
-21.66658,9.952742
-21.59158,15.69024
14.33342,15.95274
-11.69158,19.59024
-1.566579,19.59024
8.333422,3.540241
-11.76658,5.640242
-10.71658,-19.25976
2.333421,-4.953509
-12.66658,10.44024
-23.45445,7.902364
-19.45444,5.478104
-19.45444,-10.09763
-13.45444,-22.09763
10.1213,-22.09763
14.1213,-14.09763
24.54555,-4.097632
28.12129,-4.097632
28.12129,3.478104
24.12129,17.4781
16.1213,21.47811
-13.45444,21.47811
-23.45445,17.4781
6.54556,11.90236
6.54556,7.4781
-9.878704,3.902368
0.5455594,-12.09763
-,-
1,56
1,71
2,23
2,22
2,24
3,29
3,23
4,30
4,50
5,32
5,28
6,51
6,70
7,29
7,50
7,37
8,32
8,27
8,34
9,59
9,69
10,63
10,37
11,52
11,82
12,38
12,61
13,49
13,53
14,66
14,16
14,73
15,57
15,66
16,54
17,18
17,19
18,54
19,67
19,85
20,57
21,23
21,67
22,57
24,58
25,28
25,75
25,76
26,51
26,58
27,55
27,64
28,77
30,64
31,51
31,65
32,42
33,64
33,34
33,83
34,38
35,65
35,68
36,59
36,68
37,40
38,41
39,40
39,68
41,52
42,45
42,78
43,44
43,46
43,68
44,60
45,61
46,62
47,52
47,53
48,61
48,49
48,79
50,67
53,63
54,55
55,74
56,57
56,58
59,60
60,81
62,63
62,80
65,84
66,72
